tavg,tmin,tmax,prcp,pres,city,year,month,tavg_norm,tmin_norm,tmax_norm,prcp_norm,pres_norm,fuzzy_prcp_label,prcp_label_from_function
26.8,23.5,32.6,155.0,1010.0,0,2003,1,0.4736842105263159,0.3999999999999996,0.6935483870967744,0.1055731111749497,0.5283018867924488,Low,Low
26.4,23.0,32.1,258.0,1010.6,0,2003,1,0.3684210526315785,0.2571428571428567,0.6129032258064518,0.1795461074403906,0.6415094339622653,Medium,Medium
27.0,23.6,32.9,175.0,1010.2,0,2003,1,0.5263157894736841,0.4285714285714285,0.7419354838709675,0.1199367997701809,0.5660377358490615,Low,Low
26.5,23.3,32.7,297.0,1010.9,0,2003,1,0.3947368421052631,0.3428571428571426,0.7096774193548392,0.2075553002010916,0.6981132075471629,Medium,Medium
25.8,23.1,31.5,548.0,1010.9,0,2003,1,0.2105263157894738,0.2857142857142857,0.5161290322580645,0.3878195920712439,0.6981132075471629,High,High
26.2,23.2,31.7,313.0,1010.4,0,2003,1,0.3157894736842103,0.3142857142857136,0.5483870967741934,0.2190462510772766,0.6037735849056527,Medium,Medium
25.4,23.2,29.8,655.0,1011.0,0,2003,1,0.1052631578947364,0.3142857142857136,0.2419354838709677,0.4646653260557311,0.7169811320754693,High,High
25.4,23.2,29.1,1259.0,1011.2,0,2004,1,0.1052631578947364,0.3142857142857136,0.1290322580645162,0.898448721631715,0.754716981132082,High,High
25.9,23.3,30.3,247.0,1011.5,0,2004,1,0.2368421052631574,0.3428571428571426,0.3225806451612903,0.1716460787130135,0.8113207547169795,High,Low
26.5,23.3,31.5,421.0,1010.6,0,2004,1,0.3947368421052631,0.3428571428571426,0.5161290322580645,0.2966101694915254,0.6415094339622653,High,High
27.0,23.5,32.6,227.0,1010.4,0,2004,1,0.5263157894736841,0.3999999999999996,0.6935483870967744,0.1572823901177822,0.6037735849056527,Low,Low
27.1,23.7,32.8,207.0,1010.0,0,2004,1,0.5526315789473687,0.4571428571428565,0.7258064516129027,0.1429187015225509,0.5283018867924488,Low,Low
27.8,23.8,33.6,129.0,1010.7,0,2004,1,0.736842105263158,0.4857142857142855,0.8548387096774196,0.086900316001149,0.6603773584905717,Low,Low
25.9,23.0,31.5,376.0,1010.3,0,2004,1,0.2368421052631574,0.2571428571428567,0.5161290322580645,0.2642918701522551,0.5849056603773464,Medium,Medium
27.6,23.6,33.3,124.0,1010.3,0,2004,1,0.6842105263157897,0.4285714285714285,0.8064516129032253,0.0833093938523412,0.5849056603773464,Low,Low
26.0,23.0,31.0,451.0,1011.1,0,2004,1,0.263157894736842,0.2571428571428567,0.4354838709677419,0.3181557023843723,0.7358490566037756,High,High
26.1,23.1,31.5,295.0,1011.5,0,2004,1,0.2894736842105266,0.2857142857142857,0.5161290322580645,0.2061189313415685,0.8113207547169795,Medium,Medium
26.2,23.3,31.7,419.0,1010.7,0,2004,1,0.3157894736842103,0.3428571428571426,0.5483870967741934,0.2951738006320022,0.6603773584905717,High,High
25.6,23.3,30.2,703.0,1010.4,0,2004,1,0.1578947368421056,0.3428571428571426,0.3064516129032256,0.4991381786842861,0.6037735849056527,High,High
26.0,23.4,29.9,838.0,1011.4,0,2005,1,0.263157894736842,0.3714285714285706,0.2580645161290319,0.5960930767020971,0.7924528301886732,High,High
26.5,23.6,30.6,419.0,1012.2,0,2005,1,0.3947368421052631,0.4285714285714285,0.370967741935484,0.2951738006320022,0.9433962264151023,High,High
26.6,23.6,31.0,310.0,1011.8,0,2005,1,0.4210526315789477,0.4285714285714285,0.4354838709677419,0.2168916977879919,0.867924528301877,Low,Medium
26.6,23.2,32.4,203.0,1010.8,0,2005,1,0.4210526315789477,0.3142857142857136,0.6612903225806449,0.1400459638035047,0.6792452830188566,Low,Low
26.7,23.7,31.6,302.0,1009.5,0,2005,1,0.4473684210526313,0.4571428571428565,0.5322580645161292,0.2111462223498994,0.4339622641509385,Medium,Medium
26.7,23.7,31.9,271.0,1009.1,0,2005,1,0.4473684210526313,0.4571428571428565,0.5806451612903223,0.188882505027291,0.3584905660377346,Medium,Medium
26.7,23.5,31.9,120.0,1010.0,0,2005,1,0.4473684210526313,0.3999999999999996,0.5806451612903223,0.080436656133295,0.5283018867924488,Low,Low
27.2,23.6,32.9,110.0,1009.8,0,2005,1,0.5789473684210523,0.4285714285714285,0.7419354838709675,0.0732548118356794,0.4905660377358361,Low,Low
26.6,23.0,32.2,257.0,1010.1,0,2005,1,0.4210526315789477,0.2571428571428567,0.6290322580645166,0.1788279230106291,0.5471698113207552,Medium,Medium
26.2,23.3,31.8,340.0,1010.1,0,2005,1,0.3157894736842103,0.3428571428571426,0.5645161290322581,0.2384372306808388,0.5471698113207552,Medium,Medium
25.9,23.1,31.8,310.0,1010.0,0,2005,1,0.2368421052631574,0.2857142857142857,0.5645161290322581,0.2168916977879919,0.5283018867924488,Medium,Medium
25.6,22.9,30.7,342.0,1009.3,0,2005,1,0.1578947368421056,0.2285714285714277,0.3870967741935482,0.2398735995403619,0.3962264150943259,Medium,Medium
26.0,23.3,30.4,443.0,1009.9,0,2006,1,0.263157894736842,0.3428571428571426,0.3387096774193545,0.3124102269462798,0.5094339622641424,High,High
26.1,23.5,30.1,723.0,1010.1,0,2006,1,0.2894736842105266,0.3999999999999996,0.2903225806451614,0.5135018672795173,0.5471698113207552,High,High
26.8,23.6,31.7,275.0,1009.6,0,2006,1,0.4736842105263159,0.4285714285714285,0.5483870967741934,0.1917552427463372,0.4528301886792449,Medium,Medium
26.5,23.6,32.2,240.0,1009.3,0,2006,1,0.3947368421052631,0.4285714285714285,0.6290322580645166,0.1666187877046825,0.3962264150943259,Low,Low
26.5,23.6,32.1,230.0,1010.1,0,2006,1,0.3947368421052631,0.4285714285714285,0.6129032258064518,0.1594369434070669,0.5471698113207552,Low,Low
26.5,23.1,31.9,331.0,1009.8,0,2006,1,0.3947368421052631,0.2857142857142857,0.5806451612903223,0.2319735708129847,0.4905660377358361,Medium,Medium
27.5,23.6,33.3,166.0,1009.9,0,2006,1,0.6578947368421051,0.4285714285714285,0.8064516129032253,0.1134731399023269,0.5094339622641424,Low,Low
27.3,23.1,33.0,230.0,1009.7,0,2006,1,0.605263157894737,0.2857142857142857,0.7580645161290323,0.1594369434070669,0.4716981132075512,Low,Low
26.2,22.9,31.6,302.0,1010.5,0,2006,1,0.3157894736842103,0.2285714285714277,0.5322580645161292,0.2111462223498994,0.622641509433959,Medium,Medium
26.5,23.5,31.6,234.0,1011.2,0,2006,1,0.3947368421052631,0.3999999999999996,0.5322580645161292,0.1623096811261132,0.754716981132082,Low,Low
26.3,23.3,31.7,157.0,1010.0,0,2006,1,0.3421052631578948,0.3428571428571426,0.5483870967741934,0.1070094800344728,0.5283018867924488,Low,Low
26.3,23.5,31.4,518.0,1009.7,0,2006,1,0.3421052631578948,0.3999999999999996,0.4999999999999997,0.366274059178397,0.4716981132075512,High,High
25.8,23.6,29.7,823.0,1010.9,0,2007,1,0.2105263157894738,0.4285714285714285,0.225806451612903,0.5853203102556737,0.6981132075471629,High,High
26.0,23.1,30.4,347.0,1011.2,0,2007,1,0.263157894736842,0.2857142857142857,0.3387096774193545,0.2434645216891697,0.754716981132082,High,Medium
26.4,23.3,31.7,250.0,1010.0,0,2007,1,0.3684210526315785,0.3428571428571426,0.5483870967741934,0.1738006320022981,0.5283018867924488,Low,Low
26.7,23.7,31.9,263.0,1010.1,0,2007,1,0.4473684210526313,0.4571428571428565,0.5806451612903223,0.1831370295891985,0.5471698113207552,Low,Medium
27.2,23.8,32.7,333.0,1009.8,0,2007,1,0.5789473684210523,0.4857142857142855,0.7096774193548392,0.2334099396725079,0.4905660377358361,Medium,Medium
26.5,23.4,31.7,394.0,1008.3,0,2007,1,0.3947368421052631,0.3714285714285706,0.5483870967741934,0.2772191898879632,0.2075471698113054,Medium,High
26.6,23.5,31.9,285.0,1009.6,0,2007,1,0.4210526315789477,0.3999999999999996,0.5806451612903223,0.1989370870439528,0.4528301886792449,Medium,Medium
26.7,23.2,32.1,209.0,1009.5,0,2007,1,0.4473684210526313,0.3142857142857136,0.6129032258064518,0.1443550703820741,0.4339622641509385,Low,Low
26.3,23.2,31.8,369.0,1009.5,0,2007,1,0.3421052631578948,0.3142857142857136,0.5645161290322581,0.2592645791439241,0.4339622641509385,Medium,Medium
26.5,23.1,32.1,404.0,1009.5,0,2007,1,0.3947368421052631,0.2857142857142857,0.6129032258064518,0.2844010341855788,0.4339622641509385,Medium,High
25.8,23.2,30.9,457.0,1009.7,0,2007,1,0.2105263157894738,0.3142857142857136,0.4193548387096771,0.3224648089629416,0.4716981132075512,High,High
25.8,23.3,30.1,637.0,1008.9,0,2007,1,0.2105263157894738,0.3428571428571426,0.2903225806451614,0.451738006320023,0.3207547169811219,Medium,High
25.8,22.9,30.4,466.0,1009.9,0,2008,1,0.2105263157894738,0.2285714285714277,0.3387096774193545,0.3289284688307957,0.5094339622641424,High,High
25.4,23.2,29.1,445.0,1010.3,0,2008,1,0.1052631578947364,0.3142857142857136,0.1290322580645162,0.3138465958058029,0.5849056603773464,High,High
25.5,22.9,30.3,465.0,1009.6,0,2008,1,0.131578947368421,0.2285714285714277,0.3225806451612903,0.3282102844010341,0.4528301886792449,High,High
26.3,23.3,32.0,251.0,1008.9,0,2008,1,0.3421052631578948,0.3428571428571426,0.596774193548387,0.1745188164320597,0.3207547169811219,Medium,Medium
27.1,23.5,32.7,347.0,1009.4,0,2008,1,0.5526315789473687,0.3999999999999996,0.7096774193548392,0.2434645216891697,0.4150943396226322,Medium,Medium
26.4,22.9,31.6,307.0,1009.8,0,2008,1,0.3684210526315785,0.2285714285714277,0.5322580645161292,0.2147371444987072,0.4905660377358361,Medium,Medium
26.3,23.3,31.2,183.0,1009.8,0,2008,1,0.3421052631578948,0.3428571428571426,0.4677419354838708,0.1256822752082734,0.4905660377358361,Low,Low
26.4,23.0,31.6,326.0,1009.6,0,2008,1,0.3684210526315785,0.2571428571428567,0.5322580645161292,0.2283826486641769,0.4528301886792449,Medium,Medium
26.3,23.2,32.1,207.0,1009.9,0,2008,1,0.3421052631578948,0.3142857142857136,0.6129032258064518,0.1429187015225509,0.5094339622641424,Low,Low
26.2,23.2,31.5,307.0,1010.3,0,2008,1,0.3157894736842103,0.3142857142857136,0.5161290322580645,0.2147371444987072,0.5849056603773464,Medium,Medium
26.3,23.5,31.9,482.0,1009.1,0,2008,1,0.3421052631578948,0.3999999999999996,0.5806451612903223,0.3404194197069807,0.3584905660377346,High,High
25.7,23.2,30.4,517.0,1009.1,0,2008,1,0.1842105263157892,0.3142857142857136,0.3387096774193545,0.3655558747486354,0.3584905660377346,Medium,High
25.2,23.3,28.3,1130.0,1010.7,0,2009,1,0.0526315789473682,0.3428571428571426,0.0,0.8058029301924734,0.6603773584905717,High,High
26.0,23.3,30.6,390.0,1009.6,0,2009,1,0.263157894736842,0.3428571428571426,0.370967741935484,0.2743464521689169,0.4528301886792449,High,High
26.0,22.9,31.7,305.0,1010.2,0,2009,1,0.263157894736842,0.2285714285714277,0.5483870967741934,0.2133007756391841,0.5660377358490615,Medium,Medium
26.7,23.6,32.4,418.0,1009.4,0,2009,1,0.4473684210526313,0.4285714285714285,0.6612903225806449,0.2944556162022407,0.4150943396226322,High,High
27.1,23.8,33.1,254.0,1008.7,0,2009,1,0.5526315789473687,0.4857142857142855,0.774193548387097,0.1766733697213444,0.2830188679245307,Low,Medium
27.3,23.8,33.2,319.0,1009.7,0,2009,1,0.605263157894737,0.4857142857142855,0.7903225806451617,0.223355357655846,0.4716981132075512,Medium,Medium
27.1,23.2,32.8,158.0,1009.9,0,2009,1,0.5526315789473687,0.3142857142857136,0.7258064516129027,0.1077276644642344,0.5094339622641424,Low,Low
27.3,23.5,33.1,231.0,1009.5,0,2009,1,0.605263157894737,0.3999999999999996,0.774193548387097,0.1601551278368284,0.4339622641509385,Low,Low
27.6,23.7,33.0,131.0,1009.6,0,2009,1,0.6842105263157897,0.4571428571428565,0.7580645161290323,0.0883366848606722,0.4528301886792449,Low,Low
26.5,23.4,32.4,623.0,1010.6,0,2009,1,0.3947368421052631,0.3714285714285706,0.6612903225806449,0.441683424303361,0.6415094339622653,Medium,High
26.1,23.5,31.2,281.0,1009.1,0,2009,1,0.2894736842105266,0.3999999999999996,0.4677419354838708,0.1960643493249066,0.3584905660377346,Medium,Medium
26.1,23.5,30.8,468.0,1010.7,0,2009,1,0.2894736842105266,0.3999999999999996,0.4032258064516129,0.3303648376903189,0.6603773584905717,High,High
26.0,23.3,30.2,907.0,1011.5,0,2010,1,0.263157894736842,0.3428571428571426,0.3064516129032256,0.6456478023556449,0.8113207547169795,High,High
26.5,24.0,30.5,442.0,1011.2,0,2010,1,0.3947368421052631,0.5428571428571425,0.3548387096774192,0.3116920425165182,0.754716981132082,High,High
26.5,23.7,31.2,306.0,1011.0,0,2010,1,0.3947368421052631,0.4571428571428565,0.4677419354838708,0.2140189600689457,0.7169811320754693,Medium,Medium
27.1,24.0,32.5,264.0,1010.4,0,2010,1,0.5526315789473687,0.5428571428571425,0.6774193548387096,0.18385521401896,0.6037735849056527,Low,Medium
27.5,24.4,32.7,409.0,1008.5,0,2010,1,0.6578947368421051,0.6571428571428564,0.7096774193548392,0.2879919563343867,0.245283018867918,Low,High
27.2,24.0,32.4,186.0,1010.0,0,2010,1,0.5789473684210523,0.5428571428571425,0.6612903225806449,0.1278368284975581,0.5283018867924488,Low,Low
26.3,23.5,31.6,389.0,1009.9,0,2010,1,0.3421052631578948,0.3999999999999996,0.5322580645161292,0.2736282677391554,0.5094339622641424,High,High
26.5,23.3,31.9,431.0,1009.9,0,2010,1,0.3947368421052631,0.3428571428571426,0.5806451612903223,0.303792013789141,0.5094339622641424,High,High
26.4,23.3,31.5,337.0,1009.8,0,2010,1,0.3684210526315785,0.3428571428571426,0.5161290322580645,0.2362826773915541,0.4905660377358361,Medium,Medium
26.6,23.3,32.2,368.0,1009.0,0,2010,1,0.4210526315789477,0.3428571428571426,0.6290322580645166,0.2585463947141626,0.3396226415094283,Medium,Medium
26.2,23.3,31.9,198.0,1009.0,0,2010,1,0.3157894736842103,0.3428571428571426,0.5806451612903223,0.1364550416546969,0.3396226415094283,Low,Low
25.7,23.0,31.1,367.0,1007.7,0,2010,1,0.1842105263157892,0.2571428571428567,0.4516129032258066,0.257828210284401,0.0943396226415102,Medium,Medium
25.5,22.9,29.7,841.0,1008.9,0,2011,1,0.131578947368421,0.2285714285714277,0.225806451612903,0.5982476299913817,0.3207547169811219,High,High
25.9,23.1,30.1,669.0,1009.4,0,2011,1,0.2368421052631574,0.2857142857142857,0.2903225806451614,0.4747199080723929,0.4150943396226322,High,High
26.3,23.3,31.6,190.0,1009.2,0,2011,1,0.3421052631578948,0.3428571428571426,0.5322580645161292,0.1307095662166044,0.377358490566041,Low,Low
26.5,23.6,31.7,222.0,1009.6,0,2011,1,0.3947368421052631,0.4285714285714285,0.5483870967741934,0.1536914679689744,0.4528301886792449,Low,Low
26.9,23.5,32.9,149.0,1009.5,0,2011,1,0.4999999999999995,0.3999999999999996,0.7419354838709675,0.1012640045963803,0.4339622641509385,Low,Low
26.7,23.4,32.2,248.0,1009.2,0,2011,1,0.4473684210526313,0.3714285714285706,0.6290322580645166,0.172364263142775,0.377358490566041,Low,Low
26.9,23.3,32.6,214.0,1009.1,0,2011,1,0.4999999999999995,0.3428571428571426,0.6935483870967744,0.1479459925308819,0.3584905660377346,Low,Low
27.0,23.6,32.7,199.0,1009.1,0,2011,1,0.5263157894736841,0.4285714285714285,0.7096774193548392,0.1371732260844584,0.3584905660377346,Low,Low
26.7,23.4,32.6,182.0,1009.7,0,2011,1,0.4473684210526313,0.3714285714285706,0.6935483870967744,0.1249640907785119,0.4716981132075512,Low,Low
26.1,23.2,31.1,292.0,1009.1,0,2011,1,0.2894736842105266,0.3142857142857136,0.4516129032258066,0.2039643780522838,0.3584905660377346,Medium,Medium
26.4,23.3,32.5,482.0,1008.5,0,2011,1,0.3684210526315785,0.3428571428571426,0.6774193548387096,0.3404194197069807,0.245283018867918,High,High
26.1,23.5,31.3,937.0,1008.8,0,2011,1,0.2894736842105266,0.3999999999999996,0.4838709677419355,0.6671933352484918,0.3018867924528156,High,High
26.0,23.2,30.9,822.0,1009.1,0,2012,1,0.263157894736842,0.3142857142857136,0.4193548387096771,0.5846021258259121,0.3584905660377346,High,High
25.8,23.0,30.9,299.0,1009.1,0,2012,1,0.2105263157894738,0.2571428571428567,0.4193548387096771,0.2089916690606147,0.3584905660377346,Medium,Medium
26.3,23.4,31.8,409.0,1009.4,0,2012,1,0.3421052631578948,0.3714285714285706,0.5645161290322581,0.2879919563343867,0.4150943396226322,High,High
26.9,23.6,33.0,244.0,1009.8,0,2012,1,0.4999999999999995,0.4285714285714285,0.7580645161290323,0.1694915254237288,0.4905660377358361,Low,Low
27.6,24.0,33.8,237.0,1008.7,0,2012,1,0.6842105263157897,0.5428571428571425,0.8870967741935479,0.1644642344153978,0.2830188679245307,Low,Low
27.6,23.6,33.6,100.0,1009.1,0,2012,1,0.6842105263157897,0.4285714285714285,0.8548387096774196,0.0660729675380637,0.3584905660377346,Low,Low
26.8,23.6,32.5,220.0,1009.1,0,2012,1,0.4736842105263159,0.4285714285714285,0.6774193548387096,0.1522550991094513,0.3584905660377346,Low,Low
27.0,23.7,32.3,318.0,1009.9,0,2012,1,0.5263157894736841,0.4571428571428565,0.6451612903225802,0.2226371732260844,0.5094339622641424,Medium,Medium
27.4,23.6,33.4,193.0,1009.9,0,2012,1,0.6315789473684206,0.4285714285714285,0.82258064516129,0.1328641195058891,0.5094339622641424,Low,Low
26.5,23.4,32.2,374.0,1009.8,0,2012,1,0.3947368421052631,0.3714285714285706,0.6290322580645166,0.2628555012927319,0.4905660377358361,Medium,Medium
26.4,23.6,32.0,276.0,1009.5,0,2012,1,0.3684210526315785,0.4285714285714285,0.596774193548387,0.1924734271760988,0.4339622641509385,Medium,Medium
26.3,23.7,31.8,342.0,1008.9,0,2012,1,0.3421052631578948,0.4571428571428565,0.5645161290322581,0.2398735995403619,0.3207547169811219,Medium,Medium
26.7,24.0,30.9,298.0,1010.4,0,2013,1,0.4473684210526313,0.5428571428571425,0.4193548387096771,0.2082734846308531,0.6037735849056527,Low,Medium
26.5,23.7,31.0,402.0,1009.1,0,2013,1,0.3947368421052631,0.4571428571428565,0.4354838709677419,0.2829646653260557,0.3584905660377346,Medium,High
27.5,24.2,32.3,404.0,1010.3,0,2013,1,0.6578947368421051,0.5999999999999994,0.6451612903225802,0.2844010341855788,0.5849056603773464,Low,High
27.1,24.0,32.9,353.0,1009.1,0,2013,1,0.5526315789473687,0.5428571428571425,0.7419354838709675,0.2477736282677391,0.3584905660377346,Low,Medium
26.3,24.0,32.7,268.0,1009.4,0,2013,1,0.3421052631578948,0.5428571428571425,0.7096774193548392,0.1867279517380063,0.4150943396226322,Medium,Medium
27.7,23.9,33.7,205.0,1008.3,0,2013,1,0.7105263157894733,0.5142857142857135,0.8709677419354843,0.1414823326630278,0.2075471698113054,Low,Low
26.9,23.3,32.8,179.0,1009.3,0,2013,1,0.4999999999999995,0.3428571428571426,0.7258064516129027,0.1228095374892272,0.3962264150943259,Low,Low
27.1,23.3,33.0,334.0,1009.8,0,2013,1,0.5526315789473687,0.3428571428571426,0.7580645161290323,0.2341281241022694,0.4905660377358361,Medium,Medium
26.6,23.5,32.5,218.0,1009.9,0,2013,1,0.4210526315789477,0.3999999999999996,0.6774193548387096,0.1508187302499281,0.5094339622641424,Low,Low
26.5,23.3,32.6,445.0,1010.6,0,2013,1,0.3947368421052631,0.3428571428571426,0.6935483870967744,0.3138465958058029,0.6415094339622653,Medium,High
26.1,23.2,31.8,293.0,1008.9,0,2013,1,0.2894736842105266,0.3142857142857136,0.5645161290322581,0.2046825624820454,0.3207547169811219,Medium,Medium
26.0,23.8,30.4,728.0,1009.0,0,2013,1,0.263157894736842,0.4857142857142855,0.3387096774193545,0.5170927894283252,0.3396226415094283,Medium,High
25.3,22.7,29.2,409.0,1011.5,0,2014,1,0.0789473684210528,0.1714285714285708,0.1451612903225804,0.2879919563343867,0.8113207547169795,High,High
26.5,23.0,31.0,205.0,1010.3,0,2014,1,0.3947368421052631,0.2571428571428567,0.4354838709677419,0.1414823326630278,0.5849056603773464,Low,Low
26.7,23.7,30.7,163.0,1010.8,0,2014,1,0.4473684210526313,0.4571428571428565,0.3870967741935482,0.1113185866130422,0.6792452830188566,Low,Low
26.9,23.7,32.9,417.0,1010.1,0,2014,1,0.4999999999999995,0.4571428571428565,0.7419354838709675,0.2937374317724791,0.5471698113207552,Medium,High
27.5,24.4,32.6,222.0,1009.5,0,2014,1,0.6578947368421051,0.6571428571428564,0.6935483870967744,0.1536914679689744,0.4339622641509385,Low,Low
28.1,24.4,33.7,233.0,1008.5,0,2014,1,0.8157894736842107,0.6571428571428564,0.8709677419354843,0.1615914966963516,0.245283018867918,Low,Low
28.4,24.2,34.5,168.0,1009.3,0,2014,1,0.8947368421052626,0.5999999999999994,1.0,0.11490950876185,0.3962264150943259,Low,Low
26.7,23.5,32.1,537.0,1010.4,0,2014,1,0.4473684210526313,0.3999999999999996,0.6129032258064518,0.3799195633438667,0.6037735849056527,Medium,High
